freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,DOM,PER,N92-365,NR,ME	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,PER,N92-365,NR,MT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N92-365,NR,NL	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 	: 	: 
A,DOM,PER,N92-365,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,DOM,PER,N92-365,NR,PL	: u	: u	17368 bu	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,DOM,PER,N92-365,NR,PT	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,DOM,PER,N92-365,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PER,N92-365,NR,SE	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 
A,DOM,PER,N92-365,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,DOM,PER,N_GE1,NR,AL	: 	: 	: 	: 	: 	3265076 	: 	4138649 	2885810 	: 	: 	: 
A,DOM,PER,N_GE1,NR,AT	9015192 	9682051 	9573164 	9197692 	10063508 	9848564 	10600577 	11130760 	9377351 	9575501 	12691914 	12713939 
A,DOM,PER,N_GE1,NR,BE	2485447 	2574641 	2202277 	3133218 	2820302 	2950834 b	3575837 	3885050 	3307409 	5231677 	4458077 	4569951 
A,DOM,PER,N_GE1,NR,BG	3006110 b	3259295 	3012004 	2430637 	2874771 	4570877 	4011329 	3696975 	2236618 	2905574 	3329662 	3579469 
A,DOM,PER,N_GE1,NR,CH	6225061 	6820128 	6312438 	6068426 	5986118 	6378939 	6024762 	6157354 	6984066 	7329393 	6827685 	: 
A,DOM,PER,N_GE1,NR,CY	1336115 b	1263806 	1272010 	1281176 	1359130 	1383643 	1554102 	1615335 	1687270 	1859997 	1663520 	1534148 
A,DOM,PER,N_GE1,NR,CZ	25986952 	24304012 	26196815 	23287272 	26055631 	28156048 	26333712 	26713605 	20410535 	22318665 	25512862 	19683158 
A,DOM,PER,N_GE1,NR,DE	130076882 	130818258 	123741073 	135503132 	132778475 	121708947 	128567763 	129706082 	93113952 	111164786 	111744238 	122765534 
A,DOM,PER,N_GE1,NR,DK	20437399 	22215862 b	22904453 	22821994 	20455167 	17083300 	9779548 	16770766 	16300297 	12059300 	10957040 	10312845 
A,DOM,PER,N_GE1,NR,EA20	579512541 	568441605 	557579361 	555510245 	565069737 	575520577 	590825941 	585512956 	421562846 	530471342 	565199674 	583461953 
A,DOM,PER,N_GE1,NR,EE	1603942 	1556379 	2256060 	2382651 	2826552 	2870377 	3953918 	3075386 	1945581 	2060150 	2386289 	2872860 
A,DOM,PER,N_GE1,NR,EL	6257327 	4615278 	5340341 	4841429 	4590494 	5296423 	5523864 	4941570 	4331617 	4707635 	5801776 	5750698 
A,DOM,PER,N_GE1,NR,ES	115084699 	113318596 	110258727 	118297495 b	125026932 	131951376 	132197448 	130466828 	72183172 	103596697 	119294004 	124108495 
A,DOM,PER,N_GE1,NR,EU27_2020	721869246 e	709255340 e	698792606 	697146770 	710881451 	728328097 	734698713 	740304882 	560391400 	682914507 	734093029 	752494637 e
A,DOM,PER,N_GE1,NR,FI	26771129 b	26527497 	25208829 	25721202 	25928616 	26383669 	25680851 	25730325 	21376797 	27733046 	24554786 	21382100 
A,DOM,PER,N_GE1,NR,FR	181517827 	181318156 	181739243 	161944418 	158642404 	171703705 	169898972 	167416819 	138761656 	170750325 	182848255 	188622147 
A,DOM,PER,N_GE1,NR,HR	5111093 	5350704 	4623508 	3587698 	2546275 	2552192 	2773051 	3299734 	2356500 	3020049 	2896371 	3274482 
A,DOM,PER,N_GE1,NR,HU	13990742 	11608394 	12258070 	12300783 	11778710 	11872352 	11688652 	11772996 	7390621 	8318439 	10387963 	10588615 
A,DOM,PER,N_GE1,NR,IE	6108903 	6194266 	6450941 	6522160 	6828674 	7150319 	8131211 	8572179 	5842327 	4286713 	9997559 	9226521 
A,DOM,PER,N_GE1,NR,IT	43131050 	36476703 	37222958 b	35319955 	42018881 	40828133 	47342452 	41739584 	26968451 	29920509 	35009014 	32460371 
A,DOM,PER,N_GE1,NR,LT	2204661 	2271439 	2316241 	2321616 	2217373 	2204722 	2309271 	2455569 	2132238 	2724561 	3157715 	3432288 
A,DOM,PER,N_GE1,NR,LU	43172 	52594 	25440 	20128 	17905 u	32758 	35329 	28524 	136492 	147815 	157817 	190008 
A,DOM,PER,N_GE1,NR,LV	3635701 	3014573 	3172774 	2885025 	3018022 	2860265 	2529767 	2467149 	1328766 	2359927 	2765136 	2853940 
A,DOM,PER,N_GE1,NR,ME	: 	: 	: 	: 	879042 	840169 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	164557 	208502 	206566 	: 	: 
A,DOM,PER,N_GE1,NR,MT	200378 	184940 	195981 b	200523 	303068 	253037 	238144 	227087 	350349 	374465 	356998 	429382 
A,DOM,PER,N_GE1,NR,NL	27526206 b	24795926 	23930647 	23190661 	23476507 	23132997 	22227331 	23001935 	20040720 	30399210 	20505457 	20939844 
A,DOM,PER,N_GE1,NR,NO	: 	9600572 	11665409 	10692386 	10819903 	11390699 	15715482 	: 	: 	18564384 	18378468 	17914864 
A,DOM,PER,N_GE1,NR,PL	38586107 	38986942 	37125204 b	38594696 	42136806 	44283457 	46025075 	48286746 	37273362 	44842585 	49956185 	50248366 
A,DOM,PER,N_GE1,NR,PT	11845548 	12663903 	12163810 	12971180 	13163262 	14507722 	14912948 	16507381 	10956352 	12973167 	15588157 	16026892 
A,DOM,PER,N_GE1,NR,RO	15639388 	16223234 	15832902 	15058724 	15715863 	16208095 	16577475 	17186651 	11014763 	16052660 	16414569 	19090066 
A,DOM,PER,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	859890 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,NR,SE	: 	: 	23883797 	27142419 	26794765 	30633391 	29456981 	30364188 	44202358 	45945943 	52335074 	: 
A,DOM,PER,N_GE1,NR,SI	1974899 	1922972 	1795116 	1452035 	1619148 	1720582 	1878491 	1590073 	1203862 	3049090 	2567352 	3251593 
A,DOM,PER,N_GE1,NR,SK	3582368 	3838923 b	4090223 	4736851 	5824208 	6180313 	6894612 	7655585 	4161984 	4536024 	6755240 	7056757 
A,DOM,PER,N_GE1,NR,UK	91533096 	89470707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,NR,AL	: 	: 	: 	: 	: 	817709 	: 	1322403 	1029223 	: 	: 	: 
A,DOM,PER,N_GE4,NR,AT	3238081 	3367242 	2863980 	2846079 	3181186 	3083908 	3239192 	3221655 	3089305 	2897550 	3192358 	3502607 
A,DOM,PER,N_GE4,NR,BE	995566 	903854 	766495 	897547 	1121826 	775304 b	1106161 	1102619 	1087600 	1625452 	1141837 	1166687 
A,DOM,PER,N_GE4,NR,BG	1064823 b	1381584 	1156140 	1006342 	1278598 	1834030 	1676146 	1492168 	1028463 	1227874 	1362536 	1549462 
A,DOM,PER,N_GE4,NR,CH	2319940 	2369686 	2319427 	2010130 	2149262 	2410578 	2291472 	2143244 	2909456 	2774031 	2556816 	: 
A,DOM,PER,N_GE4,NR,CY	261551 b	384003 	309224 	198583 	245017 	216533 	224623 	250335 	242378 	273506 	314339 	282240 
A,DOM,PER,N_GE4,NR,CZ	7358050 	7088929 	7668598 	7083940 	8353540 	8094409 	7835345 	8412181 	7635898 	7826064 	8058910 	6842330 
A,DOM,PER,N_GE4,NR,DE	45168818 	43467984 	43631518 	45968688 	45674140 	42645426 	46177166 	45325032 	35668198 	40891962 	44460857 	44293272 
A,DOM,PER,N_GE4,NR,DK	3094490 	3019456 b	3393261 	3325607 	3054951 	3245186 	3190998 	4431013 	4309731 	3314833 	2500824 	2377144 
A,DOM,PER,N_GE4,NR,EA20	208122559 	205396517 	201365324 	194701268 	197893220 	198040497 	205353884 	200897966 	163658921 	195579389 	203296464 	202831920 
A,DOM,PER,N_GE4,NR,EE	249974 	169906 	208038 	234914 	227640 	271311 	269764 	282996 	214523 	275963 	228408 	267837 
A,DOM,PER,N_GE4,NR,EL	3598400 	3257822 	3743932 	3368900 	3253327 	3849885 	4002378 	3640871 	3168803 	3487009 	4159349 	4273260 
A,DOM,PER,N_GE4,NR,ES	31545121 	31260305 	30078603 	30352536 b	32611128 	33510697 	33716170 	34367834 	21358205 	30047786 	33898367 	36283351 
A,DOM,PER,N_GE4,NR,EU27_2020	250604815 e	248565824 e	243195449 	236583312 	242289292 	246834656 	253978882 	253739928 	210020112 	248143751 	259325363 	259084997 e
A,DOM,PER,N_GE4,NR,FI	5287791 b	5307615 	5139179 	5220532 	5290481 	5187407 	5400499 	5098776 	6624827 	8079134 	6948967 	5973583 
A,DOM,PER,N_GE4,NR,FR	80426993 	81626757 	81539693 	73210774 	71501223 	72691602 	73193812 	69333404 	62001693 	71005110 	73436013 	72051446 
A,DOM,PER,N_GE4,NR,HR	2083001 	2181548 	1760512 	1728847 	1227558 	1319639 	1391216 	1546709 	1110206 	1516003 	1450291 	1587448 
A,DOM,PER,N_GE4,NR,HU	3586431 	3325387 	3252244 	3122448 	2991367 	2904544 	3021043 	3057875 	2075907 	2281602 	2382535 	2650249 
A,DOM,PER,N_GE4,NR,IE	1119309 	1208285 	1149419 	1110121 	1173003 	1163036 	1247749 	1366019 	1342302 	1037551 	1710603 	1465643 
A,DOM,PER,N_GE4,NR,IT	20216232 	18860608 	17587158 b	16497475 	19061696 	19835759 	21648833 	20156416 	14328883 	17964225 	18473732 	17477200 
A,DOM,PER,N_GE4,NR,LT	403672 	498683 	457199 	427391 	408127 	402804 	417063 	415343 	372606 	394624 	406100 	445942 
A,DOM,PER,N_GE4,NR,LU	: u	: u	: u	: u	: u	10218 u	7324 u	: u	25035 	31743 	39722 	37264 
A,DOM,PER,N_GE4,NR,LV	366324 	305039 	453263 	308269 	290329 	270690 	259357 	305764 	255514 	335647 	288651 	332774 
A,DOM,PER,N_GE4,NR,ME	: 	: 	: 	: 	351998 	297448 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	81250 	62338 	81319 	: 	: 
A,DOM,PER,N_GE4,NR,MT	34743 u	20752 u	30062 b	31217 	44005 	41975 	41349 	37324 	68811 	78688 	68271 	70844 
A,DOM,PER,N_GE4,NR,NL	7871127 b	7256086 	6906134 	7033655 	7281709 	6961197 	6925630 	7347058 	7399772 	9357950 	6497383 	6509242 
A,DOM,PER,N_GE4,NR,NO	: 	3033249 	3490660 	3194315 	3277948 	3556685 	3898331 	: 	: 	5963173 	5552230 	5370543 
A,DOM,PER,N_GE4,NR,PL	15032150 	16215854 	14673119 b	15299138 	16702779 	17551165 	18342523 	19569016 	15673590 	19215642 	21196012 	20697049 
A,DOM,PER,N_GE4,NR,PT	3188491 	3788130 	3134081 	3513351 	3298863 	3759005 	3752118 	4347103 	3733943 	4304310 	4295096 	4338859 
A,DOM,PER,N_GE4,NR,RO	6020465 	5938718 	5572429 	5030781 	5264548 	5196424 	5626524 	6257983 	4023724 	5636061 	5681834 	6384219 
A,DOM,PER,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	399476 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,NR,SE	: 	: 	6114335 	7013787 	6750288 	9968401 	8932419 	9621726 	11613878 	13062285 	14846249 	: 
A,DOM,PER,N_GE4,NR,SI	370944 	354981 	323065 	324202 	364311 	303922 	318298 	341431 	397422 	639052 	532644 	520602 
A,DOM,PER,N_GE4,NR,SK	1691375 	1172396 b	1278502 	1419782 	1631163 	1740178 	2015181 	2406178 	1168896 	1336127 	1753475 	1951817 
A,DOM,PER,N_GE4,NR,UK	25437073 	24543559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N1-3,NR,AL	: 	: 	: 	: 	: 	1799958 	: 	2003626 	1021316 	: 	: 	: 
A,DOM,PER_VFR,N1-3,NR,AT	1690351 	1659535 	2217747 	1848070 	2119819 	2099845 	2664832 	2996676 	2589928 	2777327 	3608967 	3082493 
A,DOM,PER_VFR,N1-3,NR,BE	103823 u	195882 	163256 	280379 	237850 	262721 b	349929 	413873 	343127 	422178 	519559 	546779 
A,DOM,PER_VFR,N1-3,NR,BG	1044745 b	1011260 	938790 	641446 	801405 	1446730 	1199471 	1005446 	501303 	697308 	772932 	776168 
A,DOM,PER_VFR,N1-3,NR,CH	1056313 	1462807 	1128738 	1431346 	1000527 	1301110 	992866 	984748 	1113754 	1023737 	1075253 	: 
A,DOM,PER_VFR,N1-3,NR,CY	125507 b	107810 	173461 	218761 	206392 	203457 	138002 	158715 	190484 	121265 	185594 	166508 
A,DOM,PER_VFR,N1-3,NR,CZ	8374137 	8899693 	9824319 	9001947 	9219870 	10354365 	8906272 	8691038 	5981868 	6592787 	8226458 	6063380 
A,DOM,PER_VFR,N1-3,NR,DE	51319053 	50241745 	48925123 	55158762 	52691930 	47852663 	45437283 	46292130 	38080129 	47210583 	36827087 	40805701 
A,DOM,PER_VFR,N1-3,NR,DK	13126467 	13793716 b	13876785 	13489514 	12300430 	5558771 	3691070 	6383891 	5684895 	4059521 	4189568 	4049971 
A,DOM,PER_VFR,N1-3,NR,EA20	195349029 	192209701 	187849061 	195182247 	194455473 	195626529 	188371239 	186231927 	131975687 	172118373 	166070933 	175497778 
A,DOM,PER_VFR,N1-3,NR,EE	773819 	770640 	1266564 	1148381 	1362742 	1254515 	1682979 	1192144 	627334 	544740 	667733 	883174 
A,DOM,PER_VFR,N1-3,NR,EL	860080 	314984 	535376 	444967 	395955 	428243 	403042 	356542 	262456 	297394 	432062 	351428 
A,DOM,PER_VFR,N1-3,NR,ES	31019918 	32409870 	30002754 	41548174 b	43530504 	43482505 	42647365 	39906509 	23622462 	33211786 	35187471 	35766029 
A,DOM,PER_VFR,N1-3,NR,EU27_2020	248701511 e	243476042 e	246557657 	252768021 	250898394 	252590365 	241736360 	242677037 	179069710 	223650320 	224756552 	234211058 e
A,DOM,PER_VFR,N1-3,NR,FI	12104501 b	11520146 	11002917 	11087403 	11107676 	11399160 	10281393 	10932307 	6054692 	9422435 	7663481 	6660757 
A,DOM,PER_VFR,N1-3,NR,FR	66220618 	64999154 	64207222 	56736880 	55252831 	59500672 	55266414 	55796990 	42786161 	56797974 	58719294 	64297521 
A,DOM,PER_VFR,N1-3,NR,HR	1242799 	1318227 	1419675 	843548 	518453 	419208 	495425 	713334 	540702 	538203 	565750 	637097 
A,DOM,PER_VFR,N1-3,NR,HU	5829409 	4783195 	5250260 	5132086 	4612348 	4389890 	4251333 	4071524 	2114854 	2663500 	2996994 	3093312 
A,DOM,PER_VFR,N1-3,NR,IE	1722666 	1804836 	1805929 	1766102 	1872619 	1933560 	2394793 	2470274 	1519638 	1110313 	2947307 	3214109 
A,DOM,PER_VFR,N1-3,NR,IT	7677959 	7446970 	7373861 b	5812667 	6884934 	6790217 	7335123 	5980159 	3419944 	3095030 	4231315 	3352621 
A,DOM,PER_VFR,N1-3,NR,LT	913902 	865812 	937840 	892853 	830835 	826374 	812704 	831224 	632616 	767629 	880549 	1038812 
A,DOM,PER_VFR,N1-3,NR,LU	22011 	30473 	7835 u	: u	: u	: u	13801 u	9247 u	27735 	43825 	46692 	55100 
A,DOM,PER_VFR,N1-3,NR,LV	1846188 	1646287 	1598162 	1522664 	1587167 	1640450 	1310052 	1471752 	553538 	797513 	1367494 	1456319 
A,DOM,PER_VFR,N1-3,NR,ME	: 	: 	: 	: 	223457 	232152 	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	20077 	35299 	19073 	: 	: 
A,DOM,PER_VFR,N1-3,NR,MT	16595 u	: u	15310 b	13716 	24706 	15471 	15249 	17937 	50003 	49624 	36981 	68289 
A,DOM,PER_VFR,N1-3,NR,NL	11460281 b	9908704 	8985172 	8332694 	7715419 	9142478 	8278808 	7782083 	5930457 	8252837 	3508530 	3669825 
A,DOM,PER_VFR,N1-3,NR,NO	: 	1993431 	2728200 	2501966 	2428622 	2498782 	3649287 	: 	: 	3039875 	3857372 	4055872 
A,DOM,PER_VFR,N1-3,NR,PL	10774227 	8891989 	15104784 b	15548963 	16294609 	16915199 	17203073 	17827487 	13411186 	16162698 	17323180 	17440766 
A,DOM,PER_VFR,N1-3,NR,PT	5087893 	5154978 	5346016 	5458259 	5775716 	6064753 	6157439 	6166614 	3309627 	4161215 	5523385 	5883332 
A,DOM,PER_VFR,N1-3,NR,RO	7128085 	6952529 	6874821 	6460473 	6544144 	6902639 	6450778 	6251873 	4312811 	5843462 	5814853 	6746008 
A,DOM,PER_VFR,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	216823 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N1-3,NR,SE	: 	: 	6838838 	7311346 	6670114 	11396242 	11663125 	12213852 	15087104 	15512670 	19361633 	: 
A,DOM,PER_VFR,N1-3,NR,SI	520025 	649776 	435081 	393373 	398898 	528733 	330079 	383475 	114865 	950935 	902199 	1421782 
A,DOM,PER_VFR,N1-3,NR,SK	621040 	1145679 b	1429759 	1672148 	1936371 	1773863 	2356528 	2359943 	1319789 	1545565 	2249485 	2140102 
A,DOM,PER_VFR,N1-3,NR,UK	31043737 	30648843 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N15-28,NR,AL	: 	: 	: 	: 	: 	15368 u	: 	: u	: u	: 	: 	: 
A,DOM,PER_VFR,N15-28,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,BE	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u
A,DOM,PER_VFR,N15-28,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,DOM,PER_VFR,N15-28,NR,CY	: u	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 
A,DOM,PER_VFR,N15-28,NR,CZ	85983 u	: u	: u	: u	: u	: u	88970 u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,DE	: u	: u	: u	: u	: u	: u	: u	821752 u	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,EA20	5516784 	5562699 	4944405 	5305024 	4808039 	5043096 	4211649 	4478598 	3655095 	3407567 	4087432 	3817255 
A,DOM,PER_VFR,N15-28,NR,EE	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,EL	85500 	99988 	99381 	77354 	84802 	79727 	59460 	125205 	49491 	51018 	102510 	90624 
A,DOM,PER_VFR,N15-28,NR,ES	1210123 	1328861 	1230633 	1348728 b	1198519 	1069058 	985002 	1093300 	931837 	880642 	940294 	1080420 
A,DOM,PER_VFR,N15-28,NR,EU27_2020	6064749 e	5892229 e	5413932 	5775533 	5351422 	5645374 	5021294 	5209861 	4306046 	4036484 	4793884 	4491586 e
A,DOM,PER_VFR,N15-28,NR,FI	: u	85094 u	: u	79357 u	98169 u	: u	: u	: u	89923 u	116780 u	97900 u	: u
A,DOM,PER_VFR,N15-28,NR,FR	2935894 	2684555 	2575028 	2457150 	2336574 	1945635 	1586809 	1398090 	1401012 	1437570 	1424750 	1513721 
A,DOM,PER_VFR,N15-28,NR,HR	31087 u	: u	: u	60020 u	: u	: u	12299 u	: u	: u	: u	: u	21728 u
A,DOM,PER_VFR,N15-28,NR,HU	36739 	16576 u	15978 u	18973 u	10236 u	: u	14819 u	13645 u	22741 u	16672 u	: u	: u
A,DOM,PER_VFR,N15-28,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,DOM,PER_VFR,N15-28,NR,IT	751098 	717236 	389551 bu	594445 u	677018 u	1040960 u	840344 	789180 u	597643 u	504830 u	807184 	582558 u
A,DOM,PER_VFR,N15-28,NR,LT	: u	4003 u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,DOM,PER_VFR,N15-28,NR,LU	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N15-28,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,DOM,PER_VFR,N15-28,NR,MT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,DOM,PER_VFR,N15-28,NR,NL	: u	: u	77775 u	: u	: u	102597 u	82161 u	60928 u	43051 u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	126240 u	91729 u	: u
A,DOM,PER_VFR,N15-28,NR,PL	214335 u	: u	195605 b	235775 	241008 	203660 	347300 	349151 	218743 	186941 	277575 	230736 
A,DOM,PER_VFR,N15-28,NR,PT	75217 	154725 	99743 	81905 	54975 	77652 	79340 	72502 	63781 	69921 	68009 	70110 
A,DOM,PER_VFR,N15-28,NR,RO	103942 	105849 	100667 	88382 	80446 	75463 	54180 	62900 	47945 	64194 	58053 	50515 
A,DOM,PER_VFR,N15-28,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N15-28,NR,SE	: 	: 	74798 u	: u	128271 u	225300 u	282788 	202536 	200542 u	278961 	305058 u	: 
A,DOM,PER_VFR,N15-28,NR,SI	: 	: u	: u	: 	: u	: 	: u	: 	: 	: u	: 	: u
A,DOM,PER_VFR,N15-28,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N15-28,NR,UK	354023 	324998 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N29-91,NR,AL	: 	: 	: 	: 	: 	8361 u	: 	11561 u	: u	: 	: 	: 
A,DOM,PER_VFR,N29-91,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,DOM,PER_VFR,N29-91,NR,BE	: u	: 	: 	: 	: u	: u	: u	: 	: u	: u	: u	: 
A,DOM,PER_VFR,N29-91,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,DOM,PER_VFR,N29-91,NR,CH	: 	: 	: u	: u	: 	: u	: u	: u	: u	: 	: 	: 
A,DOM,PER_VFR,N29-91,NR,CY	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N29-91,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,DOM,PER_VFR,N29-91,NR,DE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,DOM,PER_VFR,N29-91,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,DOM,PER_VFR,N29-91,NR,EA20	1663737 	2011458 	1559457 	1372822 	1285261 	901349 	966227 	1002269 	1188763 	811843 	940413 	798885 
A,DOM,PER_VFR,N29-91,NR,EE	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: u	: u
A,DOM,PER_VFR,N29-91,NR,EL	39450 	66791 	48092 	46404 	40328 	33309 	34018 	45324 	26531 	21872 u	35127 	29192 
A,DOM,PER_VFR,N29-91,NR,ES	589981 	659590 	573566 	521360 b	454131 	430451 	438295 	399204 	509278 	415309 	387849 	359584 
A,DOM,PER_VFR,N29-91,NR,EU27_2020	1852542 e	2122939 e	1790896 	1597917 	1517357 	1199296 	1285892 	1253127 	1475108 	1154707 	1103885 	868659 e
A,DOM,PER_VFR,N29-91,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N29-91,NR,FR	516414 	530605 	479669 	504525 	502678 	139954 u	224821 u	295026 u	204261 u	132309 u	182305 u	204662 
A,DOM,PER_VFR,N29-91,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N29-91,NR,HU	: u	: u	: u	: u	: u	: u	: u	: u	12000 u	: u	: u	: u
A,DOM,PER_VFR,N29-91,NR,IE	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 
A,DOM,PER_VFR,N29-91,NR,IT	253252 u	397589 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N29-91,NR,LT	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u
A,DOM,PER_VFR,N29-91,NR,LU	: 	: 	: 	: 	: u	: u	: 	: u	: 	: u	: u	: u
A,DOM,PER_VFR,N29-91,NR,LV	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N29-91,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N29-91,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,DOM,PER_VFR,N29-91,NR,MT	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,DOM,PER_VFR,N29-91,NR,NL	179173 bu	108158 u	114755 u	82334 u	85699 u	82493 u	105216 u	102937 u	29615 u	47164 u	53554 u	38421 u
A,DOM,PER_VFR,N29-91,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,DOM,PER_VFR,N29-91,NR,PL	: u	: u	138281 b	132616 	183050 	181709 	188420 	156210 	167004 	236059 	138234 	41358 u
A,DOM,PER_VFR,N29-91,NR,PT	25712 u	85522 	27125 u	16691 u	23778 u	20171 u	20604 u	25559 u	38054 	25567 u	31938 	34304 
A,DOM,PER_VFR,N29-91,NR,RO	46263 u	36249 u	34704 u	: u	: u	27074 u	23987 u	25135 u	23215 u	24180 u	: 	: u
A,DOM,PER_VFR,N29-91,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N29-91,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,DOM,PER_VFR,N29-91,NR,SI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u
A,DOM,PER_VFR,N29-91,NR,SK	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,DOM,PER_VFR,N29-91,NR,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N4-7,NR,AL	: 	: 	: 	: 	: 	229679 	: 	352273 	112567 	: 	: 	: 
A,DOM,PER_VFR,N4-7,NR,AT	403805 	324802 	363741 	359964 	397511 	355290 	524608 	506824 	474272 	517717 	531892 	593550 
A,DOM,PER_VFR,N4-7,NR,BE	77000 u	45496 u	: u	: u	32464 u	: u	47642 u	: u	26778 u	70909 u	: u	46097 u
A,DOM,PER_VFR,N4-7,NR,BG	163043 b	260851 	161837 	141423 	199964 	318134 	280064 	248358 	127789 	156702 	131403 	237108 
