freq,purpose,c_dest,duration,age,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,CY	1886776 b	2203159 	3395835 	2600054 	3165730 	2870297 	2466617 	2377638 	711715 u	602067 u	1682229 	2045970 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,CZ	2533480 	3415051 	3196141 	3188395 	4212701 	4371428 	4251171 	3905833 	1268981 	1803569 	4561277 	5013707 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,DE	144127778 	146500695 	144917298 	124846274 	152119409 	156282001 	172880382 	162332676 	55413979 	75782369 	131242019 	145049601 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,DK	6879766 	6469497 b	5843643 	10932182 	8260802 	8641293 	6857149 	11437754 	3979140 	3445828 	6735740 	8686529 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,EA20	269062188 	283458702 	286030965 	271296311 	300166459 	312973205 	345873665 	337878293 	113886519 	157437017 	296486210 	336959071 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,EE	: u	586780 	845648 	508338 	890053 u	697971 	1178040 	991333 	210603 u	299676 u	683120 	922328 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,EL	994897 	1240205 	1202498 	777927 	896006 	1040136 	1091963 	1205734 	655088 	569180 	1506026 	1515105 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,ES	7349180 	7319731 	7256547 	9350255 b	9931282 	8531996 	11852488 	10750181 	3012884 	5111814 	13666833 	11980199 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,EU27_2020	306360715 e	324718021 e	330495671 	315622047 	345754790 	377624022 	408645350 	402434326 	136659857 	184914489 	357480696 	401839437 e
A,TOTAL,FOR,N_GE4,Y_GE65,NR,FI	5590526 b	6833612 	7454097 	7815203 	6820742 	8974079 	7886521 	9574689 	7848696 	3576413 	6577768 	9775377 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,FR	37952957 	41523041 	45594596 	44099099 	44972095 	44310903 	49448804 	49766264 	15722841 	23133761 	45523390 	53547858 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,HR	1091189 	3842069 	2422656 	4598586 	986992 	1876666 	1049309 	1510767 	649780 u	1388111 	696756 	1883905 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,HU	904254 	837118 	1175920 	1325264 	1465712 	1134494 	1628311 	2007473 	287331 	395288 	782449 	2362429 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,IE	5864951 	6147339 	6203227 	6650123 	6726521 	6585056 	7142666 	7635726 	2504163 	1515956 	6285198 	7634568 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,IT	7293932 	10120802 	6077287 bu	7216913 	5872059 u	9059189 	13536232 	12516276 	3595394 u	3602577 u	10039635 	8228828 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,LT	643503 	845095 	1125480 	1129906 	1140170 	1096021 	990682 	945791 	75911 u	202575 	432075 	495657 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,LU	1347404 	1318374 	1359842 	1598242 	1530459 	2353960 	2401754 	2114073 	1453194 	1948071 	2836439 	2723096 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,LV	725253 u	514868 u	735806 u	469583 u	568649 u	554715 u	711200 u	978132 u	: u	: u	986096 	1008495 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,ME	: 	: 	: 	: 	435018 	304612 u	: 	: 	: 	: 	: 	: 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,MK	: 	: 	: 	: 	: 	: 	: 	253561 	: u	145826 u	: 	: 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,MT	270126 	367026 	214500 b	301553 	161733 	361705 	480743 	477803 	181500 u	107350 u	368478 	419096 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,NL	29486245 b	29935401 	30832016 	31445831 	33903961 	38384316 	39651917 	38785769 	10446284 	20286190 	43759231 	46203542 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,NO	: 	8350805 	8370110 	8962373 	7072547 	9299506 	9974382 	: 	: 	3789160 u	9694524 	11868840 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,PL	7421275 	10751540 	14454536 b	13577251 	15132755 	16598657 	19110588 	21716607 	7940107 	10623433 	19342521 	17953899 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,PT	1443135 	1466716 	1661855 	1688191 	1341478 	2522255 	2740886 	3040837 	1028256 	985400 	2371463 	2761134 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,RO	747188 	791187 	1005526 	1270392 	841525 	937302 	609252 	1117432 	267676 u	543572 u	847765 	872390 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,RS	: 	: 	: 	: 	: 	: 	1315782 u	: 	: 	: 	: 	: 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,SE	: 	: 	18374725 	13577977 	15208571 	32381926 	29407420 	23397045 	8656619 	10500170 	27942767 	: 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,SI	741813 	713197 	984167 	1135138 	1464319 	1364762 	1712097 	1621504 	686127 	1328399 	1958945 	2210333 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,SK	1125132 u	540650 bu	1182765 u	1316933 u	1282245 u	2430549 	4248230 	5098910 	526694 u	911604 	1977827 	3740452 
A,TOTAL,FOR,N_GE4,Y_GE65,NR,UK	76165943 	79244531 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,FOR,N_GE4,Y_LT15,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23726358 
A,TOTAL,FOR,N_GE4,Y_LT15,NR,CH	6405828 u	9302197 	8714960 	10520514 	8595609 	8792582 	12483250 	10290605 	6195216 u	10889369 u	11682938 	: 
A,TOTAL,FOR,N_GE4,Y_LT15,NR,DK	: 	: 	: u	: 	: 	: 	: 	: 	: u	: u	34377254 	: 
A,TOTAL,FOR,N_GE4,Y_LT15,NR,EA20	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,FOR,N_GE4,Y_LT15,NR,ES	13354909 	13181416 	13935465 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,FOR,N_GE4,Y_LT15,NR,EU27_2020	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,FOR,N_GE4,Y_LT15,NR,NL	28538077 b	28134177 	28539629 	28594896 	: 	32530516 	30580358 	34278046 	14348032 	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	123301 u	319695 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	86295 u	113874 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	1442079 	1024015 	2879001 	4318168 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	264889 u	: u	: u	255175 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	1750574 	1195204 	3349513 	4944735 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	268796 u	956360 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	80203 u	84518 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	19345 u	56426 	34773 u	52439 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	149911 	146971 u	431710 	562312 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	21900 	: u	: u	12960 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	14310 u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	7412 u	13122 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	405649 	356890 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	72011 u	74641 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	77683 u	258003 
A,TOTAL,NEU27_2020_FOR,N1-3,Y15-24,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	67724 u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	74366 u	172194 u	380203 	437173 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	174758 u	263112 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	57860 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2414503 	1767534 	4592814 	6479782 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	240955 u	275209 u	558466 u	680050 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	2857769 	2191629 	5374795 	7166193 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	367052 u	248161 u	520098 u	943915 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	78468 u	116704 u	142774 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	130829 	157015 	256530 	167372 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	270916 	217871 u	939753 	1024246 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	24537 	26361 	49498 	36756 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	16786 u	30688 u	58290 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	35647 u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	16969 u	: u	18044 u	47187 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	167653 u	: u	345548 u	495422 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	115575 	44191 u	135491 	113747 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	76382 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	160811 	249291 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-34,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	82906 u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	120363 u	236195 u	786240 	681696 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	128538 u	137683 u	316897 	378083 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	99702 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	136110 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	2787347 u	3039886 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	310991 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	4501335 	3678711 	10176641 	12653085 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	416534 	489683 	1202806 	1484032 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	5404859 	4419347 	11766436 	14377978 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	319041 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	920805 	497499 u	1313485 	1708398 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	102848 u	149099 u	247211 	302274 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	262026 	326120 	568453 	533021 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	485606 	478517 	1643430 	2044472 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	621132 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	53695 	44271 	120198 	106670 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	22525 u	39488 	92616 	122226 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	103865 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	56383 u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	25696 u	21511 u	32383 u	72727 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	280807 u	124998 u	541803 	732964 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	303519 u	205495 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	240453 	94109 	267328 	318636 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	69398 u	: u	87619 u	123175 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	152151 	249522 	467259 
A,TOTAL,NEU27_2020_FOR,N1-3,Y25-44,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	406037 	244523 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	66190 u	: u	142139 u	114971 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	78250 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	1677678 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2086832 	1911177 	5583827 	6173304 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	175580 u	214474 u	644340 	803982 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	2547090 	2227718 	6391641 	7211785 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	202845 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	553753 u	249339 u	793387 	764483 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	70631 u	130507 	159500 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	131197 	169105 	311923 	365649 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	214691 	260646 u	703677 	1020226 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	29158 	17910 	70701 	69913 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	16149 u	22702 u	61927 	63936 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	25540 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	196255 	237542 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	178697 u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	124878 	49918 	131836 	204889 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	68093 u	: u	: u	46793 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	124562 	88711 u	217968 
A,TOTAL,NEU27_2020_FOR,N1-3,Y35-44,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	22433 u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	77294 u	: u	277174 u	230925 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	161498 u	: u	114700 u	151626 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	80486 u	107949 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1116836 u	1454139 u
