freq,purpose,duration,c_dest,expend,statinfo,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,FR	3.54 b	3.51 	3.59 	3.87 	3.90 	0.49 	0.32 	0.23 	0.38 	0.41 	0.34 	0.72 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,HR	0.84 	0.49 	0.24 	0.04 	0.16 	0.09 	0.45 	0.19 	0.05 	0.07 	0.26 	0.22 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,HU	0.30 	0.21 	0.39 	0.56 	0.65 	0.71 	0.82 	0.58 	0.38 	0.68 	0.81 	0.48 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,IE	2.29 	2.53 	2.04 	2.02 	2.04 	2.31 	2.59 	2.12 	2.36 	2.53 	2.77 	1.90 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,IT	0.10 	0.03 	0.19 b	0.28 	0.10 	0 	0.16 	1.16 	0 	0.16 	0.67 	0.09 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,LT	1.17 	0.11 	0.30 	0.46 	0.58 	0.72 	0.72 	0.52 	0.48 	0.45 	0.53 	0.62 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,LU	0.29 	0.25 	0.84 	0.67 	0.28 	6.20 	6.01 	10.51 	6.11 	9.66 	2.29 	1.81 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,LV	1.28 	0.65 	0.40 	0.53 	0.28 	0.11 	0.03 	0.57 	0.05 	0.05 	0.38 	0.17 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,ME	: 	: 	: 	: 	0.67 	0.68 	: 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,MK	: 	: 	: 	: 	: 	: 	: 	0.23 	0 	0.08 	: 	: 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,MT	0 	0 	8.90 b	5.90 	4.71 	1.78 	3.37 	3.46 	2.46 	5.90 	3.46 	5.80 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,NL	4.68 b	4.94 	1.28 	0.87 	1.54 	0.26 	0.80 	0.86 	0.30 	0.31 	0.15 	0.12 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,NO	: 	1.41 	0.19 	0.18 	1.06 	0.46 	1.12 	: 	: 	0 	33.27 	64.51 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,PL	1.96 	1.65 	0.23 b	0.18 	0.14 	0.04 	0.12 	0.26 	0.14 	0.10 	0.21 	0.08 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,PT	0.23 	0.25 	0.41 	0.86 	0.29 	0.62 	0.34 	0.28 	0.14 	0.34 	0.37 	0.33 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,RO	0.02 	0.05 	0.11 	0.11 	0.08 	0.19 	0.13 	0.16 	0.14 	0.03 	0.22 	0.33 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,RS	: 	: 	: 	: 	: 	: 	0.37 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,SE	: 	: 	1.19 	1.07 	1.65 	5.23 	2.12 	2.33 	1.00 	2.75 	1.25 	: 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,SI	0.16 	0.18 	0.07 	0.10 	0.06 	0.03 	0.09 	0.03 	0 	2.30 	2.10 	2.31 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,SK	2.97 	1.30 b	0.94 	0.55 	0.53 	0.54 	0.03 	0.03 	0.10 	0.23 	0.41 	0.51 
A,PER,N_GE1,WORLD,DUR,AVG_NGT,EUR,UK	: @C	6.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	0 	: 	10.62 	15.05 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,AT	5.71 	7.14 	12.46 	9.38 	8.79 	11.22 	15.36 	10.34 	17.30 	10.33 	17.38 	22.18 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,BE	19.27 	19.65 	17.34 	13.48 	9.87 	7.26 b	9.15 	8.14 	9.16 	8.04 	8.08 	18.53 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,BG	0 b	0 	0 	0 	0 	0 	0 	0 	1.15 	1.63 	3.56 	6.50 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,CH	: 	: 	10.31 	8.05 	7.85 	4.99 	5.35 	6.54 	10.24 	4.40 	3.15 	: 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,CY	3.97 b	2.90 	1.60 	1.05 	1.60 	2.03 	0.17 	0.46 	0.96 	0 	0 	2.60 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,CZ	0.36 	0.18 	0.14 	0.31 	0.15 	0.27 	0.65 	0.47 	0.02 	0.41 	0.20 	1.37 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,DE	24.14 	28.61 	26.70 	23.44 	25.24 	24.47 	7.24 	7.20 	6.34 	3.15 	6.01 	7.18 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,DK	34.71 	40.94 b	45.66 b	42.64 	52.83 	5.53 	11.61 	27.51 	12.83 	29.22 	15.69 	15.47 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,EA20	16.88 	16.76 	15.17 	14.88 	14.83 	8.86 	4.63 	5.39 	4.09 	3.52 	4.60 	5.27 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,EE	9.20 	13.15 	14.38 	2.93 	1.45 	2.73 	5.27 	2.85 	3.93 	1.56 	3.87 	3.31 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,EL	59.76 	0.53 	1.75 	1.29 	1.32 	1.53 	0.78 	1.71 	1.70 	1.13 	2.07 	1.97 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,ES	9.26 	1.05 	1.36 	5.73 b	3.50 	3.17 	2.69 	3.86 	2.74 	4.15 	4.00 	3.30 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,EU27_2020	15.45 e	15.53 e	14.03 	13.65 	13.84 	8.72 	4.54 	5.67 	3.85 	4.07 	4.38 	4.95 e
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,FI	6.61 b	11.36 	10.76 	7.44 	8.14 	5.07 	9.31 	18.06 	8.52 	7.85 	9.62 	5.58 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,FR	20.24 b	20.28 	20.76 	22.41 	22.61 	2.65 	1.73 	1.24 	2.03 	2.04 	1.68 	3.51 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,HR	4.54 	2.75 	1.37 	0.28 	1.00 	0.59 	2.58 	1.04 	0.33 	0.44 	1.58 	1.29 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,HU	1.12 	0.81 	1.48 	2.09 	2.40 	2.57 	3.03 	2.29 	1.42 	2.49 	2.98 	1.88 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,IE	12.09 	13.14 	10.50 	9.99 	10.03 	10.98 	12.02 	9.90 	9.04 	10.92 	11.88 	8.15 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,IT	0.66 	0.20 	1.14 b	1.74 	0.54 	0 	0.88 	6.87 	0 	1.12 	4.34 	0.53 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,LT	5.63 	0.56 	1.33 	2.08 	2.63 	3.31 	3.30 	2.28 	1.64 	1.46 	2.01 	2.41 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,LU	2.15 	1.77 	5.65 	4.63 	2.04 	46.71 	41.84 	71.73 	46.90 	75.23 	17.33 	12.58 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,LV	3.93 	2.19 	1.47 	1.65 	0.95 	0.37 	0.10 	1.97 	0.18 	0.19 	1.35 	0.63 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,ME	: 	: 	: 	: 	4.03 	3.57 	: 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	1.41 	0 	0.41 	: 	: 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,MT	0 	0 	47.73 b	30.15 	23.49 	9.06 	17.69 	17.31 	10.15 	26.52 	16.07 	26.41 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,NL	28.88 b	30.98 	8.01 	5.64 	10.05 	1.74 	5.53 	5.82 	1.73 	1.72 	1.03 	0.85 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,NO	: 	7.45 	1.02 	0.94 	5.78 	2.52 	5.25 	: 	: 	0 	159.56 	307.97 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,PL	10.65 	8.92 	1.32 b	1.01 	0.80 	0.21 	0.66 	1.47 	0.74 	0.54 	1.17 	0.44 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,PT	0.95 	1.23 	1.73 	3.54 	1.13 	2.53 	1.36 	1.14 	0.68 	1.59 	1.52 	1.34 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,RO	0.09 	0.19 	0.42 	0.43 	0.28 	0.69 	0.49 	0.62 	0.52 	0.12 	0.80 	1.18 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,RS	: 	: 	: 	: 	: 	: 	2.38 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,SE	: 	: 	5.37 	4.62 	7.72 	29.92 	11.00 	11.67 	3.72 	10.76 	5.41 	: 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,SI	0.68 	0.76 	0.31 	0.49 	0.28 	0.14 	0.39 	0.13 	0 	9.35 	9.14 	9.30 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,SK	17.53 	6.34 b	4.37 	2.75 	2.40 	2.34 	0.14 	0.16 	0.41 	0.95 	1.65 	2.23 
A,PER,N_GE1,WORLD,DUR,AVG_TRP,EUR,UK	: @C	38.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,AL	: 	: 	: 	: 	: 	0 	: 	54039144 	47701212 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,AT	102834081 	130282778 	228532138 	168032190 	172939907 	219973002 	311268184 	219283687 	218938241 	166793021 	434920510 	599022596 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,BE	195727971 	239958845 	209191213 	173536286 	144205514 	101251132 b	141833154 	137074899 	79859988 	96831486 	136883699 	331919802 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,BG	0 b	0 	0 	0 	0 	0 	0 	0 	2769922 	4982796 	14740448 	30053064 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,CH	: 	: 	183915775 	151425987 	148880351 	102988344 	109231527 	120911041 	132196711 	59181971 	55821136 	: 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,CY	9068088 b	6294283 	3631478 	2313170 	3811500 	5108840 	460021 	1323546 	1981484 	0 	0 	7713549 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,CZ	11173094 	5466148 	4305130 	9043895 	4862040 	9141948 	21438971 	15753920 	384993 	10511981 	6352909 	37078961 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,DE	4821911147 	5929183418 	5265770006 	4923522761 	5387664232 	4950353377 	1633924351 	1581917917 	800909420 	492679880 	1152255082 	1554242320 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,DK	917877620 	1198740736 b	1379407309 b	1284369890 	1443383048 	130811040 	177172987 	715889334 	250340519 	433959637 	255393192 	248709281 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,EA20	12688732255 	12497953981 	11145139826 	10899904327 	11160019608 	6844606802 	3767637287 	4348017604 	2027868777 	2226000423 	3518035029 	4297279997 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,EE	23117498 	32212142 	47265981 	9636975 	5417303 	10446078 	29096934 	12463719 	9302622 	3889637 	12930608 	13581933 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,EL	405035875 	2724278 	10471146 	7030107 	6862267 	9057993 	4909844 	9861228 	7822300 	5702558 	13797209 	13127639 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,ES	1151286185 	127202971 	161979627 	741643589 b	479051634 	459454673 	393882756 	562608370 	208818661 	452490061 	526629402 	456264612 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,EU27_2020	14301452216 e	14321208937 e	12794806451 	12448446238 	12967155354 	8499059263 	4562976130 	5748464755 	2510048740 	3274405530 	4278147073 	5107271023 e
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,FI	224183585 b	381209610 	347381134 	245258583 	270311130 	172484670 	307962009 	597418418 	198817960 	229539381 	286210982 	153446091 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,FR	4113303728 b	4128925799 	4273773694 	4104336523 	4060450102 	519219947 	339166285 	239969907 	300655367 	371694733 	347231605 	764191629 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,HR	33044303 	21193351 	9087691 	1581824 	3765062 	2394501 	11173388 	5308838 	921268 	1548909 	6393025 	6442705 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,HU	19746201 	12377391 	24457739 	36093905 	41699547 	45985001 	56242911 	43560899 	13721779 	26978797 	45575569 	30388442 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,IE	134392654 	146276980 	119450373 	117039122 	124482542 	146948979 	175702228 	155332951 	69182988 	66897300 	201573797 	143705793 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,IT	36144859 	9255638 	53236368 b	76135907 	27532488 	0 	51935090 	374756192 	0 	37497898 	189092117 	21908153 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,LT	20235695 	2085557 	4972583 	7913557 	9879876 	12539294 	13434784 	9823208 	4325500 	4866118 	9320678 	12254829 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,LU	2910570 	2485072 	8704089 	6808878 	2879807 	92293969 	86564459 	148584403 	65132170 	134259618 	46157111 	35618565 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,LV	18686678 	8725265 	6445099 	6569289 	3878600 	1464128 	354205 	7343576 	305897 	518599 	5331377 	2728962 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,ME	: 	: 	: 	: 	5540613 	4530378 	: 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,MK	: 	: 	: 	: 	: 	: 	: 	750745 	0 	189286 	: 	: 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,MT	0 	0 	23188048 b	15610786 	14965785 	6233407 	13314707 	13595881 	5079701 	15893475 	13912768 	28712034 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,NL	1277302532 b	1273586348 	321863798 	221717622 	404547924 	72358630 	226836526 	247783026 	45937015 	71127927 	43260888 	37445592 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,NO	: 	118535685 	19612905 	16846128 	100881285 	46306898 	116634314 	: 	: 	0 	4005598809 	7414310382 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,PL	483667693 	422412222 	61336554 b	49414539 	41888471 	11443080 	38294278 	89396032 	31854072 	27510606 	70617848 	27391892 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,PT	12188520 	16793912 	22787818 	50104472 	16260257 	40590144 	22522379 	21113596 	7850498 	21748418 	26517015 	24683764 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,RO	1414116 	3192290 	7116214 	6900660 	4754274 	11949458 	8719508 	11534493 	5935088 	2007558 	14329549 	24774427 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,RS	: 	: 	: 	: 	: 	: 	3678876 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,SE	: 	: 	173043679 	162719022 	270548365 	1445121933 	493470189 	524312473 	177173589 	542453732 	353102529 	: 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,SI	2737298 	3200052 	1262257 	1887119 	1134982 	605541 	1768016 	564419 	0 	46406287 	49495125 	65719268 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,SK	104620987 	36357681 b	26145287 	19225565 	19978697 	21828496 	1527970 	1889825 	2027699 	5615116 	16122030 	24550160 
A,PER,N_GE1,WORLD,DUR,TOTAL,EUR,UK	: @C	5297990745 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	15.86 	21.16 	30.99 	36.30 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,BE	: 	: 	: 	: 	: 	: b	: 	: 	10.36 	8.82 	17.95 	19.10 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,BG	: b	: 	: 	: 	: 	: 	: 	: 	4.32 	3.76 	9.98 	9.38 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	6.31 	7.55 	13.49 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,CY	: b	: 	: 	: 	: 	: 	: 	: 	4.63 	5.56 	11.43 	15.01 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	2.82 	5.28 	11.74 	15.04 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	9.63 	12.67 	20.58 	25.16 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,DK	: 	: b	: b	: 	: 	: 	: 	: 	18.28 	17.98 	23.92 	31.46 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,EA20	: 	: 	: 	: 	6.06 	6.06 	6.06 	6.06 	6.05 	7.22 	13.22 	16.28 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	14.99 	13.67 	24.03 	24.45 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	0.39 	0.70 	2.96 	2.98 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,ES	: 	: 	: 	: b	: 	: 	: 	: 	1.33 	1.87 	5.05 	6.39 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,EU27_2020	: 	: 	: 	: 	6.06 	6.06 	6.06 	6.06 	6.06 	7.07 	12.83 	15.76 e
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,FI	: b	: 	: 	: 	: 	: 	: 	: 	2.90 	1.30 	5.94 	9.09 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,FR	: b	: 	: 	: 	: 	: 	: 	: 	5.58 	6.60 	11.74 	13.55 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	1.08 	2.26 	4.43 	8.67 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	0.52 	3.29 	4.76 	7.47 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	5.00 	8.47 	11.69 	17.77 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,IT	: 	: 	: b	: 	: 	: 	: 	: 	4.71 	3.32 	7.26 	10.62 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	4.16 	12.03 	17.25 	13.90 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	12.68 	13.07 	15.20 	16.53 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	4.18 	6.26 	10.21 	12.06 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	1.57 	6.93 	: 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,MT	: 	: 	: b	: 	: 	: 	: 	: 	2.57 	6.16 	12.36 	22.35 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,NL	: b	: 	: 	: 	: 	: 	: 	: 	6.64 	4.84 	8.85 	10.03 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.00 	12.87 	7.23 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,PL	: 	: 	: b	: 	: 	: 	: 	: 	3.88 	5.58 	7.72 	9.41 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	1.52 	1.30 	5.74 	8.03 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	5.26 	7.40 	8.08 	10.65 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	6.58 	5.40 	13.77 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	1.76 	4.35 	6.52 	8.33 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,SK	: 	: b	: 	: 	: 	: 	: 	: 	2.77 	11.39 	15.70 	22.95 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_NGT,EUR,UK	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	68.55 	100.70 	150.22 	183.76 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,BE	: 	: 	: 	: 	: 	: b	: 	: 	73.46 	64.27 	124.37 	137.08 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,BG	: b	: 	: 	: 	: 	: 	: 	: 	20.12 	15.27 	42.50 	41.71 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	43.94 	49.70 	94.49 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,CY	: b	: 	: 	: 	: 	: 	: 	: 	22.46 	23.28 	54.44 	77.51 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	12.40 	23.35 	49.09 	68.50 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	54.79 	69.22 	129.83 	151.47 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,DK	: 	: b	: b	: 	: 	: 	: 	: 	77.33 	72.28 	108.77 	146.26 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,EA20	: 	: 	: 	: 	32.92 	32.92 	32.92 	32.92 	32.88 	37.11 	71.35 	86.56 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	45.01 	44.15 	79.20 	81.83 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	4.75 	8.13 	29.89 	29.03 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,ES	: 	: 	: 	: b	: 	: 	: 	: 	6.59 	8.23 	22.34 	28.15 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,EU27_2020	: 	: 	: 	: 	31.39 	31.39 	31.39 	31.39 	31.36 	35.27 	67.04 	81.42 e
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,FI	: b	: 	: 	: 	: 	: 	: 	: 	13.41 	5.01 	25.58 	40.80 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,FR	: b	: 	: 	: 	: 	: 	: 	: 	30.19 	33.00 	57.83 	66.26 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	7.21 	14.60 	26.95 	51.04 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	1.95 	12.12 	17.55 	29.33 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	19.19 	36.59 	50.10 	76.39 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,IT	: 	: 	: b	: 	: 	: 	: 	: 	28.92 	22.64 	46.91 	65.73 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	14.16 	39.09 	65.14 	53.62 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	97.38 	101.81 	114.90 	115.20 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	16.26 	23.15 	35.97 	44.34 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	7.09 	35.87 	: 	: 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,MT	: 	: 	: b	: 	: 	: 	: 	: 	10.60 	27.70 	57.44 	101.69 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,NL	: b	: 	: 	: 	: 	: 	: 	: 	38.40 	26.64 	62.50 	70.42 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.00 	61.73 	34.51 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,PL	: 	: 	: b	: 	: 	: 	: 	: 	21.28 	30.43 	43.85 	51.42 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	7.54 	6.16 	23.83 	33.05 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	19.04 	27.17 	29.24 	38.42 
A,PER,N_GE1,WORLD,PACK_ARR,AVG_TRP,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	24.35 	21.12 	59.81 	: 
