freq,c_dest,purpose,duration,sex,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NEU27_2020_FOR,TOTAL,N_GE4,T,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	144420 	154558 	539309 	629355 
A,NEU27_2020_FOR,TOTAL,N_GE4,T,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	30468 u	111637 	175587 	294680 
A,NEU27_2020_FOR,TOTAL,N_GE4,T,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1005233 	1178185 	2301548 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,T,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	68115 u	223545 	352722 	563427 
A,NEU27_2020_FOR,TOTAL,N_GE4,T,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	87026 u	387113 	701612 
A,WORLD,PER,N1-3,F,NR,AL	: 	: 	: 	: 	: 	1319855 	: 	1566743 	1001869 	: 	: 	: 
A,WORLD,PER,N1-3,F,NR,AT	4721417 	4843796 	5066695 	4957259 	5387032 	5170718 	5694796 	5973053 	3997108 	4584790 	6922114 	7692027 
A,WORLD,PER,N1-3,F,NR,BE	1837213 	2278608 	2187932 	2653814 	2834958 	2932549 b	3253255 	3573375 	1944161 	2874490 	3544231 	3749516 
A,WORLD,PER,N1-3,F,NR,BG	1098028 b	1044370 	1041270 	774971 	919122 	1460808 	1367644 	1270826 	642538 	867100 	1166049 	1220817 
A,WORLD,PER,N1-3,F,NR,CH	4229793 	4168628 	3927176 	4479737 	3797629 	4374351 	4213063 	4021811 	2921478 	3435306 	3790410 	: 
A,WORLD,PER,N1-3,F,NR,CY	648129 b	551906 	575925 	635668 	705822 	715871 	826994 	898511 	793298 	879589 	849358 	821355 
A,WORLD,PER,N1-3,F,NR,CZ	10340539 	9769937 	10114973 	9237355 	9662916 	11133745 	10604233 	10626464 	6745625 	7750240 	9892554 	7545057 
A,WORLD,PER,N1-3,F,NR,DE	49514650 	52703704 	48907283 	54828406 	50432142 	47522453 	50394413 	52393863 	33940488 	40430447 	44420125 	48814556 
A,WORLD,PER,N1-3,F,NR,DK	9853800 	11900548 b	12430498 	11243622 	11054351 	8099705 	4406246 	8548223 	7403370 	5626030 	5642667 	5571643 
A,WORLD,PER,N1-3,F,NR,EA20	209816437 	207536075 	206306868 	208622299 	209919563 	221218608 	226416176 	232844650 	145717672 	190403255 	220706187 	225889622 
A,WORLD,PER,N1-3,F,NR,EE	1069259 	924791 	1386714 	1334389 	1525556 	1646871 	2215411 	1721962 	970867 	1051997 	1385153 	1601639 
A,WORLD,PER,N1-3,F,NR,EL	1402635 	713888 	888364 	837817 	767272 	825493 	874431 	769504 	621576 	628288 	870104 	849491 
A,WORLD,PER,N1-3,F,NR,ES	43683906 	42955941 	41824430 	44794327 b	47508961 	50638670 	50932681 	51105112 	26388370 	36668474 	44972623 	47033864 
A,WORLD,PER,N1-3,F,NR,EU27_2020	265259115 e	263774886 e	264161792 	265764314 	268032756 	282553537 	283195714 	293930636 	194604555 	243264454 	283673321 	289514710 e
A,WORLD,PER,N1-3,F,NR,FI	12626577 b	12537094 	11746592 	12363732 	12064078 	12672144 	11597687 	12929009 	8009178 	10525279 	10130151 	9949998 
A,WORLD,PER,N1-3,F,NR,FR	53403308 	53595216 	54723016 	48281927 	47400482 	57453154 	56006645 	58500650 	42843664 	58726497 	65428706 	61941858 
A,WORLD,PER,N1-3,F,NR,HR	1877471 	1892461 	1897484 	1416120 	940653 	921905 	1017615 	1299624 	655848 	840241 	1015902 	1203928 
A,WORLD,PER,N1-3,F,NR,HU	6285302 	5209217 	5892067 	6110297 	6099424 	6322258 	6299217 	6204497 	3275748 	3654121 	5098875 	5073972 
A,WORLD,PER,N1-3,F,NR,IE	3534520 	3568062 	3687450 	3831158 	4067946 	4383299 	5010069 	5274955 	2884710 	2150095 	5887520 	5884797 
A,WORLD,PER,N1-3,F,NR,IT	12675308 	9639425 	11111402 b	10623067 	13171606 	12516614 	14610894 	12346680 	6913965 	6588140 	9354209 	8599265 
A,WORLD,PER,N1-3,F,NR,LT	1093634 	1069270 	1159443 	1170440 	1148726 	1153620 	1229671 	1357472 	1030599 	1352196 	1694378 	1905944 
A,WORLD,PER,N1-3,F,NR,LU	252782 	252655 	280684 	269654 	212213 	341244 	357326 	384694 	279734 	319324 	476288 	549564 
A,WORLD,PER,N1-3,F,NR,LV	2050326 	1679367 	1709433 	1705593 	1729701 	1598740 	1563767 	1514689 	692715 	1190619 	1631819 	1663087 
A,WORLD,PER,N1-3,F,NR,ME	: 	: 	: 	: 	320702 	346732 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	97597 	83258 	98272 	: 	: 
A,WORLD,PER,N1-3,F,NR,MT	100893 	112384 	106464 b	115475 	159945 	156898 	161258 	159103 	151500 	161200 	212340 	247515 
A,WORLD,PER,N1-3,F,NR,NL	12344687 b	10596384 	10681551 	10473974 	10555689 	10536820 	9551236 	10420206 	7045789 	13405273 	11054774 	11219580 
A,WORLD,PER,N1-3,F,NR,NO	: 	4407517 	5120063 	5056910 	4377611 	4953367 	7345399 	: 	: 	6204834 	7977620 	7554201 
A,WORLD,PER,N1-3,F,NR,PL	12376752 	12704492 	13020861 b	13467801 	14585163 	15264253 	15853811 	16453053 	11487253 	13374634 	15450124 	16187941 
A,WORLD,PER,N1-3,F,NR,PT	4619955 	4953246 	4985629 	5248861 	5533647 	5944634 	6139424 	6988542 	4044514 	4792450 	6372468 	6832519 
A,WORLD,PER,N1-3,F,NR,RO	4899349 	5233036 	5120401 	5009427 	5225243 	5512864 	5500692 	5450799 	3356604 	4997883 	5305432 	6368095 
A,WORLD,PER,N1-3,F,NR,RS	: 	: 	: 	: 	: 	: 	340882 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,F,NR,SE	: 	: 	10234854 	11298542 	10566974 	13541297 	12747695 	12532126 	15975746 	16591190 	20411434 	: 
A,WORLD,PER,N1-3,F,NR,SI	1168809 	1248097 	1355558 	1092547 	1212979 	1455114 	1315815 	1280122 	567725 	1584249 	1584728 	2133548 
A,WORLD,PER,N1-3,F,NR,SK	1190958 	1419779 b	2024818 	1988071 	2560154 	2631795 	3662787 	3953527 	1941863 	1649617 	2899194 	3195569 
A,WORLD,PER,N1-3,F,NR,UK	37879309 	36933801 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,M,NR,AL	: 	: 	: 	: 	: 	1369959 	: 	1533556 	983474 	: 	: 	: 
A,WORLD,PER,N1-3,M,NR,AT	3873949 	4194417 	4492584 	4227382 	4713097 	4815173 	4953304 	5350806 	3643341 	4191913 	7041754 	6723742 
A,WORLD,PER,N1-3,M,NR,BE	1809389 	2016521 	2132749 	2614855 	2607501 	2740650 b	2953533 	3134494 	1759138 	2479975 	3250351 	3605613 
A,WORLD,PER,N1-3,M,NR,BG	978504 b	995359 	1004526 	780272 	826897 	1454489 	1251865 	1281073 	625353 	868823 	999786 	1132577 
A,WORLD,PER,N1-3,M,NR,CH	2899832 	4268289 	3710700 	3939818 	3978176 	4223411 	4204277 	3677842 	2768966 	2448391 	3270654 	: 
A,WORLD,PER,N1-3,M,NR,CY	584364 b	499539 	535165 	603897 	591727 	686498 	757792 	768164 	739846 	783298 	758016 	773602 
A,WORLD,PER,N1-3,M,NR,CZ	9338869 	8556324 	9594000 	8203787 	9314915 	10256648 	9696928 	9343824 	6614914 	7239589 	8880664 	7049754 
A,WORLD,PER,N1-3,M,NR,DE	49270071 	49547526 	45122314 	50060153 	53766547 	46466015 	51053219 	49529360 	30902269 	39248426 	37882102 	46020365 
A,WORLD,PER,N1-3,M,NR,DK	9016353 	9670237 b	9680274 	10970756 	8853856 	7718932 	3180349 	6545001 	5410282 	3923731 	4133877 	3866108 
A,WORLD,PER,N1-3,M,NR,EA20	204873715 	198842084 	193934131 	198040882 	205624141 	207173483 	215874074 	207582501 	132776297 	169724524 	191006526 	214804435 
A,WORLD,PER,N1-3,M,NR,EE	744026 	857003 	1146573 	1181443 	1466995 	1371901 	2115086 	1592371 	926194 	861137 	1144199 	1465383 
A,WORLD,PER,N1-3,M,NR,EL	1346619 	711173 	805564 	741930 	665815 	744629 	805898 	688491 	593952 	656752 	907062 	764177 
A,WORLD,PER,N1-3,M,NR,ES	42769301 	41658095 	41262270 	46573646 b	48341224 	51918852 	52075378 	50158094 	25977680 	38621592 	44117042 	44997586 
A,WORLD,PER,N1-3,M,NR,EU27_2020	258321884 e	250411003 e	246125122 	252124728 	260647653 	263129607 	266954494 	262827326 	181178179 	221567318 	250714662 	275086586 e
A,WORLD,PER,N1-3,M,NR,FI	12394104 b	12264288 	11714250 	11678470 	12119999 	12283896 	11812502 	9915406 	7431393 	9762359 	8817526 	7922112 
A,WORLD,PER,N1-3,M,NR,FR	52545919 	51058634 	50833321 	45498976 	44462985 	47875207 	47633949 	46115006 	36938838 	43964576 	50601719 	63774202 
A,WORLD,PER,N1-3,M,NR,HR	2204914 	2297734 	1992607 	1362628 	1018480 	1069681 	1174211 	1449173 	801731 	911423 	1029974 	1414987 
A,WORLD,PER,N1-3,M,NR,HU	5537017 	4752192 	5141434 	5431795 	5601569 	5721381 	5657615 	5970908 	3248376 	3502006 	4842450 	4909972 
A,WORLD,PER,N1-3,M,NR,IE	2895810 	2899133 	3102865 	3154320 	3160125 	3629621 	4078093 	4150069 	2372615 	1727436 	4798206 	4965137 
A,WORLD,PER,N1-3,M,NR,IT	13611015 	10358268 	11023211 b	10769538 	12252942 	11544074 	14396350 	12357403 	6481797 	6049480 	8858733 	8191979 
A,WORLD,PER,N1-3,M,NR,LT	1144407 	1151963 	1130285 	1169266 	1128442 	1096909 	1150375 	1205660 	884872 	1143527 	1386757 	1463694 
A,WORLD,PER,N1-3,M,NR,LU	262198 	286923 	342903 	294887 	252984 	377080 	431246 	459583 	278193 	353531 	488877 	581867 
A,WORLD,PER,N1-3,M,NR,LV	1721872 	1420487 	1434571 	1337500 	1494211 	1486240 	1240119 	1166683 	578298 	980941 	1345683 	1443087 
A,WORLD,PER,N1-3,M,NR,ME	: 	: 	: 	: 	402643 	359426 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	84842 	86271 	96745 	: 	: 
A,WORLD,PER,N1-3,M,NR,MT	111583 	111077 	116504 b	118136 	171563 	156173 	159147 	174546 	179523 	195407 	209950 	285924 
A,WORLD,PER,N1-3,M,NR,NL	10789509 b	10391784 	9753678 	9146777 	9196071 	9600172 	9642050 	9539307 	6877741 	10192179 	8156579 	9117946 
A,WORLD,PER,N1-3,M,NR,NO	: 	4196857 	5342932 	4657577 	5125105 	4895574 	6642543 	: 	: 	6894873 	6858973 	6911811 
A,WORLD,PER,N1-3,M,NR,PL	12878031 	11750528 	11029591 b	11604193 	12694054 	13415470 	13822181 	14398544 	11104130 	13286455 	15098571 	15381781 
A,WORLD,PER,N1-3,M,NR,PT	4341700 	4121753 	4307495 	4547454 	4724827 	5220548 	5469851 	5757015 	3348319 	4042741 	5457382 	5643394 
A,WORLD,PER,N1-3,M,NR,RO	4805383 	5168063 	5211409 	5136599 	5372228 	5634418 	5636401 	5689728 	3684294 	5483793 	5588590 	6546724 
A,WORLD,PER,N1-3,M,NR,RS	: 	: 	: 	: 	: 	: 	382986 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,M,NR,SE	: 	: 	10529757 	11956444 	12359994 	11754786 	11835082 	12015747 	17714534 	17538398 	20164199 	: 
A,WORLD,PER,N1-3,M,NR,SI	1321632 	1428729 	1224286 	1132897 	1109714 	1238683 	1438272 	1287049 	654007 	1583317 	1537953 	2303876 
A,WORLD,PER,N1-3,M,NR,SK	1131335 	1567035 b	1460936 	1826726 	2378890 	2851481 	2533698 	2783820 	1406549 	1974513 	3216658 	3345761 
A,WORLD,PER,N1-3,M,NR,UK	35281721 	35311785 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,T,NR,AL	: 	: 	: 	: 	: 	2689813 	: 	3100299 	1985343 	: 	: 	: 
A,WORLD,PER,N1-3,T,NR,AT	8595366 	9038213 	9559279 	9184641 	10100129 	9985891 	10648099 	11323859 	7640449 	8776704 	13963868 	14415769 
A,WORLD,PER,N1-3,T,NR,BE	3646602 	4295129 	4320681 	5268669 	5442459 	5673199 b	6206788 	6707869 	3703299 	5354465 	6794582 	7355129 
A,WORLD,PER,N1-3,T,NR,BG	2076532 b	2039729 	2045795 	1555242 	1746019 	2915297 	2619509 	2551899 	1267891 	1735923 	2165835 	2353394 
A,WORLD,PER,N1-3,T,NR,CH	7129625 	8436917 	7637876 	8419555 	7775806 	8597763 	8417340 	7699653 	5690444 	5883697 	7061064 	: 
A,WORLD,PER,N1-3,T,NR,CY	1232492 b	1051445 	1111090 	1239566 	1297550 	1402370 	1584786 	1666675 	1533144 	1662887 	1607373 	1594957 
A,WORLD,PER,N1-3,T,NR,CZ	19679409 	18326261 	19708974 	17441143 	18977831 	21390393 	20301161 	19970288 	13360538 	14989829 	18773218 	14594810 
A,WORLD,PER,N1-3,T,NR,DE	98784720 	102251230 	94029597 	104888560 	104198690 	93988468 	101447632 	101923223 	64842757 	79678873 	82302228 	94834922 
A,WORLD,PER,N1-3,T,NR,DK	18870153 	21570785 b	22110771 	22214379 	19908207 	15818637 	7586594 	15093224 	12813652 	9549761 	9776544 	9437751 
A,WORLD,PER,N1-3,T,NR,EA20	414690152 	406378158 	400240998 	406663181 	415543703 	428392090 	442290250 	440427151 	278493968 	360127779 	411712713 	440694056 
A,WORLD,PER,N1-3,T,NR,EE	1813285 	1781794 	2533287 	2515832 	2992551 	3018772 	4330497 	3314333 	1897061 	1913134 	2529353 	3067022 
A,WORLD,PER,N1-3,T,NR,EL	2749255 	1425062 	1693928 	1579747 	1433087 	1570122 	1680329 	1457995 	1215529 	1285040 	1777167 	1613668 
A,WORLD,PER,N1-3,T,NR,ES	86453206 	84614036 	83086699 	91367973 b	95850185 	102557523 	103008059 	101263206 	52366050 	75290066 	89089665 	92031450 
A,WORLD,PER,N1-3,T,NR,EU27_2020	523580999 e	514185889 e	510286914 	517889042 	528680409 	545683144 	550150209 	556757963 	375782734 	464831772 	534387983 	564601297 e
A,WORLD,PER,N1-3,T,NR,FI	25020682 b	24801381 	23460842 	24042202 	24184077 	24956040 	23410189 	22844415 	15440571 	20287639 	18947677 	17872110 
A,WORLD,PER,N1-3,T,NR,FR	105949227 	104653851 	105556338 	93780902 	91863468 	105328361 	103640594 	104615656 	79782502 	102691073 	116030426 	125716060 
A,WORLD,PER,N1-3,T,NR,HR	4082385 	4190195 	3890091 	2778748 	1959133 	1991587 	2191826 	2748797 	1457580 	1751663 	2045876 	2618915 
A,WORLD,PER,N1-3,T,NR,HU	11822319 	9961409 	11033501 	11542092 	11700993 	12043639 	11956832 	12175405 	6524124 	7156127 	9941325 	9983944 
A,WORLD,PER,N1-3,T,NR,IE	6430330 	6467195 	6790316 	6985478 	7228071 	8012920 	9088162 	9425024 	5257325 	3877531 	10685726 	10849933 
A,WORLD,PER,N1-3,T,NR,IT	26286323 	19997694 	22134614 b	21392604 	25424548 	24060688 	29007244 	24704083 	13395761 	12637620 	18212942 	16791244 
A,WORLD,PER,N1-3,T,NR,LT	2238041 	2221233 	2289727 	2339706 	2277168 	2250528 	2380047 	2563132 	1915471 	2495724 	3081135 	3369638 
A,WORLD,PER,N1-3,T,NR,LU	514979 	539578 	623587 	564541 	465197 	718325 	788572 	844277 	557927 	672855 	965165 	1131431 
A,WORLD,PER,N1-3,T,NR,LV	3772198 	3099854 	3144005 	3043094 	3223912 	3084980 	2803886 	2681372 	1271013 	2171560 	2977502 	3106175 
A,WORLD,PER,N1-3,T,NR,ME	: 	: 	: 	: 	723346 	706158 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	182440 	169529 	195017 	: 	: 
A,WORLD,PER,N1-3,T,NR,MT	212476 	223461 	222967 b	233611 	331509 	313070 	320405 	333649 	331023 	356607 	422290 	533439 
A,WORLD,PER,N1-3,T,NR,NL	23134196 b	20988168 	20435230 	19620751 	19751760 	20136993 	19193286 	19959513 	13923529 	23597452 	19211353 	20337526 
A,WORLD,PER,N1-3,T,NR,NO	: 	8604374 	10462995 	9714487 	9502715 	9848941 	13987942 	: 	: 	13099708 	14836593 	14466012 
A,WORLD,PER,N1-3,T,NR,PL	25254782 	24455021 	24050453 b	25071994 	27279217 	28679723 	29675992 	30851597 	22591383 	26661090 	30548694 	31569721 
A,WORLD,PER,N1-3,T,NR,PT	8961655 	9074999 	9293124 	9796315 	10258475 	11165181 	11609275 	12745557 	7392833 	8835191 	11829850 	12475913 
A,WORLD,PER,N1-3,T,NR,RO	9704733 	10401100 	10331810 	10146026 	10597470 	11147282 	11137093 	11140527 	7040897 	10481676 	10894022 	12914818 
A,WORLD,PER,N1-3,T,NR,RS	: 	: 	: 	: 	: 	: 	723867 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,T,NR,SE	: 	: 	20764611 	23254985 	22926968 	25296084 	24582777 	24547873 	33690280 	34129588 	40575632 	: 
A,WORLD,PER,N1-3,T,NR,SI	2490441 	2676826 	2579844 	2225445 	2322693 	2693797 	2754087 	2567170 	1221732 	3167566 	3122681 	4437424 
A,WORLD,PER,N1-3,T,NR,SK	2322293 	2986815 b	3485754 	3814796 	4939045 	5483276 	6196486 	6737347 	3348412 	3624130 	6115853 	6541330 
A,WORLD,PER,N1-3,T,NR,UK	73161030 	72245586 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,F,NR,AL	: 	: 	: 	: 	: 	2034081 	: 	2617101 	1610323 	: 	: 	: 
A,WORLD,PER,N_GE1,F,NR,AT	9857453 	9852001 	9931683 	9663744 	10603422 	10347550 	10757592 	11281925 	6690946 	8383347 	12599918 	14330727 
A,WORLD,PER,N_GE1,F,NR,BE	5197615 	6394859 	6138522 	6556563 	7820135 	7195586 b	8167161 	8789148 	4578266 	6314089 	8791618 	9253861 
A,WORLD,PER,N_GE1,F,NR,BG	1786652 b	1925354 	1855557 	1504552 	1823252 	2694343 	2623216 	2391715 	1223583 	1547796 	2228581 	2439119 
A,WORLD,PER,N_GE1,F,NR,CH	9390442 	9505514 	9184222 	10041580 	9470623 	10724905 	10413267 	9390770 	6706906 	7572359 	9103187 	: 
A,WORLD,PER,N_GE1,F,NR,CY	1240451 b	1177952 	1266270 	1161177 	1310714 	1360736 	1473814 	1562882 	1087871 	1178415 	1511926 	1563321 
A,WORLD,PER,N_GE1,F,NR,CZ	16691693 	15785537 	16289786 	15133536 	16294178 	17991938 	17403412 	17908215 	11568709 	13095469 	16882650 	14129919 
A,WORLD,PER,N_GE1,F,NR,DE	102296617 	108555831 	105091760 	109925760 	108567266 	106180278 	118286873 	113866196 	64576196 	81836804 	103423145 	114082359 
A,WORLD,PER,N_GE1,F,NR,DK	13958128 	15748870 b	16884892 	15260037 	15158195 	12366710 	8524290 	14731603 	11121216 	8516693 	9304833 	9289571 
A,WORLD,PER,N_GE1,F,NR,EA20	387859785 	387808460 	385882972 	381825316 	390545012 	407042080 	427904337 	428132618 	260773719 	337972034 	412218482 	425675253 
A,WORLD,PER,N_GE1,F,NR,EE	1520846 	1326935 	1851730 	1776320 	1964576 	2127679 	2901437 	2305380 	1225565 	1405796 	1865836 	2163830 
A,WORLD,PER,N_GE1,F,NR,EL	3529250 	2688681 	3154094 	2911685 	2785429 	3158227 	3317299 	3072054 	2412500 	2581930 	3376045 	3484228 
A,WORLD,PER,N_GE1,F,NR,ES	63939521 	62864146 	60928808 	64868937 b	69724464 	73488188 	74393611 	75279296 	39085473 	54735827 	67751670 	72312335 
A,WORLD,PER,N_GE1,F,NR,EU27_2020	477918781 e	479848518 e	480397845 	475089072 	486511189 	513073521 	529597347 	537595634 	339589819 	425074489 	521107873 	537481430 e
A,WORLD,PER,N_GE1,F,NR,FI	17325949 b	17118612 	16615584 	17272036 	16991160 	17545434 	16950809 	18603742 	12083892 	15293210 	15793494 	15141748 
A,WORLD,PER,N_GE1,F,NR,FR	105446754 	106197914 	107991535 	96331452 	94254646 	107126468 	106915869 	107023717 	81169126 	103366530 	116430475 	110227606 
A,WORLD,PER,N_GE1,F,NR,HR	3593088 	3672419 	3370782 	2878951 	1855526 	2110796 	2150211 	2637676 	1378653 	1721493 	1987719 	2514359 
A,WORLD,PER,N_GE1,F,NR,HU	9434738 	8120088 	8932380 	9256405 	9184794 	9477147 	9834100 	9893250 	4943680 	5615422 	7964705 	8322925 
A,WORLD,PER,N_GE1,F,NR,IE	6045515 	6118096 	6213569 	6418075 	6860920 	7284164 	8038876 	8583749 	4136705 	3329138 	9255664 	9411926 
A,WORLD,PER,N_GE1,F,NR,IT	27494640 	23619970 	24370229 b	23061042 	27024506 	26585196 	30898829 	28221006 	15502833 	17554317 	22604769 	21110566 
A,WORLD,PER,N_GE1,F,NR,LT	1842131 	1903318 	1971875 	1985743 	1983638 	2016989 	2188333 	2348252 	1435437 	1815495 	2566058 	2906634 
A,WORLD,PER,N_GE1,F,NR,LU	688447 	685684 	729773 	741796 	698709 	959807 	1024424 	987158 	679021 	887259 	1289925 	1432594 
A,WORLD,PER,N_GE1,F,NR,LV	2666340 	2233845 	2440252 	2255136 	2234364 	2137745 	2098328 	2128747 	964310 	1548751 	2213545 	2355827 
A,WORLD,PER,N_GE1,F,NR,ME	: 	: 	: 	: 	635494 	620054 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	278691 	143871 	232793 	: 	: 
A,WORLD,PER,N_GE1,F,NR,MT	210955 	225722 	245306 b	258091 	320892 	347156 	373171 	381368 	237452 	277378 	438619 	523223 
A,WORLD,PER,N_GE1,F,NR,NL	23098478 b	20682982 	20592646 	20433116 	21064761 	21343363 	20377896 	21475363 	13209288 	22958010 	23304398 	23739844 
A,WORLD,PER,N_GE1,F,NR,NO	: 	8374356 	9789875 	9343610 	8250325 	9515344 	11725918 	: 	: 	9884221 	13472852 	12812526 
A,WORLD,PER,N_GE1,F,NR,PL	23098043 	25175757 	25768223 b	26678591 	28639510 	29988520 	31335032 	32687410 	22062880 	25874804 	31390942 	32651751 
A,WORLD,PER,N_GE1,F,NR,PT	6713705 	7469604 	7139907 	7651220 	7804986 	8631560 	8933302 	10294933 	6290252 	7473304 	9484557 	10102565 
A,WORLD,PER,N_GE1,F,NR,RO	8130808 	8664566 	8392145 	8018620 	8318128 	8550244 	8797428 	9237198 	5464719 	8176801 	8739230 	10617716 
A,WORLD,PER,N_GE1,F,NR,RS	: 	: 	: 	: 	: 	: 	754808 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,F,NR,SE	: 	: 	16391891 	17412017 	16548121 	24962539 	23175532 	22613626 	22431313 	24275470 	32378449 	: 
A,WORLD,PER,N_GE1,F,NR,SI	1970295 	2095202 	2157832 	1935303 	2174855 	2393592 	2240360 	2198545 	1091030 	2528322 	2821473 	3493782 
A,WORLD,PER,N_GE1,F,NR,SK	3181734 	2924688 b	3680814 	3739169 	4500039 	4701566 	6416143 	7091480 	2938902 	2782618 	4707629 	5523919 
A,WORLD,PER,N_GE1,F,NR,UK	70606992 	69446677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,M,NR,AL	: 	: 	: 	: 	: 	2059262 	: 	2471206 	1559735 	: 	: 	: 
A,WORLD,PER,N_GE1,M,NR,AT	8144175 	8387890 	8409113 	8243818 	9079548 	9253394 	9504616 	9925601 	5962584 	7759835 	12424647 	12680788 
A,WORLD,PER,N_GE1,M,NR,BE	4961372 	5816287 	5928486 	6316103 	6797022 	6755703 b	7332413 	8051177 	4144100 	5722391 	8142748 	8662117 
A,WORLD,PER,N_GE1,M,NR,BG	1637111 b	1817304 	1723038 	1409562 	1596525 	2573654 	2265742 	2346883 	1188371 	1513963 	1912125 	2186544 
A,WORLD,PER,N_GE1,M,NR,CH	7500357 	8936490 	8654321 	8778588 	9484411 	9928773 	9991978 	9102400 	6203919 	5867174 	8591486 	: 
A,WORLD,PER,N_GE1,M,NR,CY	1043163 b	995032 	1003960 	1035954 	1069126 	1154221 	1268805 	1313843 	985166 	1070587 	1218688 	1406008 
A,WORLD,PER,N_GE1,M,NR,CZ	14714619 	13822677 	15152249 	13597970 	15313296 	16421162 	15771414 	15576779 	11067216 	12320416 	15203738 	12968131 
A,WORLD,PER,N_GE1,M,NR,DE	97469374 	98670808 	92097102 	100157533 	104928155 	96115867 	107421429 	105718339 	61787690 	74694363 	88272338 	102285658 
A,WORLD,PER,N_GE1,M,NR,DK	12485168 	13532337 b	13326916 	14858437 	12161921 	11291655 	6738502 	11287223 	8383671 	6337308 	6971318 	6791000 
A,WORLD,PER,N_GE1,M,NR,EA20	363768283 	357880435 	348838133 	350795898 	361971965 	365806283 	385784790 	378442205 	235213361 	294104433 	353038769 	390480234 
A,WORLD,PER,N_GE1,M,NR,EE	993033 	1122910 	1434236 	1517333 	1778505 	1703248 	2618907 	2071274 	1140872 	1093419 	1471472 	1935714 
A,WORLD,PER,N_GE1,M,NR,EL	3248950 	2473963 	2817621 	2540851 	2406892 	2759074 	3001087 	2709267 	2191497 	2471248 	3276763 	3193864 
A,WORLD,PER,N_GE1,M,NR,ES	60328818 	58683308 	58020849 	64512123 b	66993538 	71243256 	72267970 	70434101 	37017503 	54293742 	63899709 	66006622 
A,WORLD,PER,N_GE1,M,NR,EU27_2020	447683068 e	441006461 e	431795259 	436606564 	450109068 	461778421 	476285301 	476576630 	312491971 	379325496 	455521075 	495323394 e
A,WORLD,PER,N_GE1,M,NR,FI	16571746 b	16432650 	15655296 	15709469 	16214887 	16452259 	16143162 	14479101 	11252507 	13953695 	13961852 	12354308 
A,WORLD,PER,N_GE1,M,NR,FR	97737984 	97404377 	97912252 	86779191 	85359033 	89047087 	89199045 	86330884 	66819085 	78404649 	89739096 	107408655 
A,WORLD,PER,N_GE1,M,NR,HR	3691386 	4036962 	3279041 	2774547 	1902148 	1946953 	2181425 	2488210 	1408408 	1831832 	2054487 	2492138 
A,WORLD,PER,N_GE1,M,NR,HU	8123598 	7183231 	7627661 	8027543 	8204659 	8436792 	8725260 	9158156 	4746522 	5217465 	7332839 	7875730 
A,WORLD,PER,N_GE1,M,NR,IE	5070863 	5014713 	5158522 	5301985 	5545427 	6095564 	6581647 	7105477 	3512120 	2798349 	7706095 	8218229 
A,WORLD,PER,N_GE1,M,NR,IT	27660817 	22805016 	22511000 b	20814306 	23804257 	24209736 	28439022 	26317926 	14266573 	15888439 	20963332 	19978242 
A,WORLD,PER,N_GE1,M,NR,LT	1749686 	1793930 	1768595 	1810570 	1773861 	1771290 	1879516 	1950888 	1202053 	1527322 	2071067 	2177657 
A,WORLD,PER,N_GE1,M,NR,LU	666428 	718556 	811167 	729842 	712671 	1016019 	1044526 	1084379 	709672 	897428 	1373146 	1398632 
A,WORLD,PER,N_GE1,M,NR,LV	2086263 	1746544 	1929488 	1717224 	1837495 	1831439 	1624561 	1599769 	745810 	1241180 	1726432 	1974054 
A,WORLD,PER,N_GE1,M,NR,ME	: 	: 	: 	: 	738650 	650332 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	255538 	145095 	228871 	: 	: 
A,WORLD,PER,N_GE1,M,NR,MT	226651 	232145 	240497 b	259648 	316183 	341232 	379549 	404085 	263077 	321865 	427218 	564097 
